epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
52,12395.1,1.62402,1.72847,2.1677,0.73863,0.6757,0.74327,0.17778,2.79762,1.56071,2.5149,0.000825332,0.000825332,0.000825332
53,12435.7,1.60659,1.68007,2.15621,0.56359,0.69709,0.70763,0.17692,2.79469,1.51464,2.42139,0.000808828,0.000808828,0.000808828
54,12476.3,1.60206,1.69824,2.15989,0.82495,0.84557,0.8855,0.44184,1.35412,1.31618,1.68203,0.000792325,0.000792325,0.000792325
55,12515.9,1.63193,1.71757,2.15739,0.73456,0.69232,0.86119,0.42418,1.39171,1.64544,1.7062,0.000775822,0.000775822,0.000775822
56,12553.1,1.54398,1.60528,2.07197,0.80508,0.7515,0.84894,0.3803,1.54441,1.40648,1.83412,0.000759318,0.000759318,0.000759318
57,12592.7,1.60863,1.63257,2.09717,0.73584,0.73015,0.83822,0.39352,1.41022,1.4221,1.80413,0.000742815,0.000742815,0.000742815
58,12632.3,1.57535,1.55303,2.11183,0.86888,0.89819,0.8862,0.42682,1.33789,1.50092,1.7118,0.000726312,0.000726312,0.000726312
59,12672.3,1.55571,1.59494,2.12776,0.86366,0.91326,0.89331,0.42446,1.34933,1.49707,1.70876,0.000709809,0.000709809,0.000709809
60,12712,1.59059,1.51101,2.07182,0.86354,0.86047,0.8733,0.42268,1.50735,1.35108,1.74702,0.000693305,0.000693305,0.000693305
61,12751.9,1.57127,1.54611,2.07071,0.86754,0.89593,0.88379,0.41487,1.54405,1.30962,1.84558,0.000676802,0.000676802,0.000676802
62,12791.4,1.5867,1.6315,2.13547,0.69144,0.74719,0.8976,0.42298,1.45152,1.50874,1.8287,0.000660299,0.000660299,0.000660299
63,21347.6,1.63976,1.57684,2.12422,0.55089,0.78047,0.84552,0.40343,1.42554,1.7893,1.72835,0.000643795,0.000643795,0.000643795
64,21384,1.54614,1.54571,2.06723,0.86165,0.89595,0.86849,0.40909,1.44358,1.45415,1.83765,0.000627292,0.000627292,0.000627292
65,21421.8,1.55017,1.5597,2.07091,0.84983,0.89,0.8655,0.42516,1.39313,1.44908,1.83315,0.000610789,0.000610789,0.000610789
66,21462.7,1.56065,1.52627,2.11028,0.88073,0.93,0.92157,0.4642,1.36223,1.26916,1.71468,0.000594286,0.000594286,0.000594286
67,21502.7,1.58739,1.48617,2.08869,0.84839,0.91,0.9009,0.42896,1.3937,1.24569,1.75076,0.000577782,0.000577782,0.000577782
